raw_text,clean_text,tokens,processed_text,raw_length,clean_length,tokens_count
"Фильм стоит посмотреть, особенно тем, кому понравился фильм 'Шоссе в никуда'. 

Фильм о нашей жизни. О том, что мы всегда к чему-то стремимся, а эта 'жар-птица' все время ускользает из рук. И мы продолжаем погоню...

Короче, 'вся наша жизнь - игра'.",фильм стоит посмотреть особенно тем кому понравился фильм шоссе в никуда фильм о нашей жизни о том что мы всегда к чему то стремимся а эта жар птица все время ускользает из рук и мы продолжаем погоню короче вся наша жизнь игра,"['фильм', 'стоить', 'посмотреть', 'особенно', 'кто', 'понравиться', 'фильм', 'шоссе', 'никуда', 'фильм', 'наш', 'жизнь', 'что', 'стремиться', 'этот', 'жар', 'птица', 'время', 'ускользать', 'рука', 'продолжать', 'погоня', 'короче', 'весь', 'наш', 'жизнь', 'игра']",фильм стоить посмотреть особенно кто понравиться фильм шоссе никуда фильм наш жизнь что стремиться этот жар птица время ускользать рука продолжать погоня короче весь наш жизнь игра,249,226,27
"Посредственность. Никаких эмоций, разве что хорошее начало в смысле саундтрека и пьяной Диас. 
А дальше как всегда. Дурнушка становится красавицей, а дурочка - умницей. И опять пятая точка  Камерон Диас. 

3/10",посредственность никаких эмоций разве что хорошее начало в смысле саундтрека и пьяной диас а дальше как всегда дурнушка становится красавицей а дурочка умницей и опять пятая точка камерон диас,"['посредственность', 'никакой', 'эмоция', 'хороший', 'начало', 'смысл', 'саундтрек', 'пьяный', 'диас', 'далёкий', 'дурнушка', 'становиться', 'красавица', 'дурочка', 'умница', 'пятый', 'точка', 'камерон', 'диас']",посредственность никакой эмоция хороший начало смысл саундтрек пьяный диас далёкий дурнушка становиться красавица дурочка умница пятый точка камерон диас,210,192,19
"Я не понимаю зачем снимают такие фильмы и для кого их снимают. Переодически я на них натыкаюсь, но понять не могу. Там нет ничего - ни связного сюжета, ни актерский игры, ни приемлемых шуток. Полный ноль.

",я не понимаю зачем снимают такие фильмы и для кого их снимают переодически я на них натыкаюсь но понять не могу там нет ничего ни связного сюжета ни актерский игры ни приемлемых шуток полный ноль,"['понимать', 'снимать', 'такой', 'фильм', 'кто', 'снимать', 'переодичёска', 'натыкаться', 'понять', 'мочь', 'связный', 'сюжет', 'актёрский', 'игра', 'приемлемый', 'шутка', 'полный', 'ноль']",понимать снимать такой фильм кто снимать переодичёска натыкаться понять мочь связный сюжет актёрский игра приемлемый шутка полный ноль,206,195,18
"Можно разок посмотреть, но вряд ли больше - простенько всё слишком. Хотя диалоги местами удачные получились: конь и крыса свое дело сделали. А так, даже эмоций каких-то особых нет. С глаз долой - из сердца вон. Посмотрел и забыл. 

",можно разок посмотреть но вряд ли больше простенько всё слишком хотя диалоги местами удачные получились конь и крыса свое дело сделали а так даже эмоций каких то особых нет с глаз долой из сердца вон посмотрел и забыл,"['разок', 'посмотреть', 'вряд', 'простенько', 'всё', 'слишком', 'хотя', 'диалог', 'место', 'удачный', 'получиться', 'конь', 'крыса', 'свой', 'дело', 'сделать', 'эмоция', 'какой', 'особый', 'глаз', 'долой', 'сердце', 'вон', 'посмотреть', 'забыть']",разок посмотреть вряд простенько всё слишком хотя диалог место удачный получиться конь крыса свой дело сделать эмоция какой особый глаз долой сердце вон посмотреть забыть,232,217,25
"Замечательный фильм!

Съёмки потрясающие для того времени, масштабные сражения. Из минусов, не очень понравилось как Сталина сыграли, особенно момент где он вздыхал и лоб потирал. 

Отмечу, что Аркадий Первенцев за сценарий этого фильма был удостоен Сталинской премии II степени.

",замечательный фильм съёмки потрясающие для того времени масштабные сражения из минусов не очень понравилось как сталина сыграли особенно момент где он вздыхал и лоб потирал отмечу что аркадий первенцев за сценарий этого фильма был удостоен сталинской премии ii степени,"['замечательный', 'фильм', 'съёмка', 'потрясать', 'время', 'масштабный', 'сражение', 'минус', 'очень', 'понравиться', 'сталин', 'сыграть', 'особенно', 'момент', 'вздыхать', 'лоб', 'потирать', 'отметить', 'аркадий', 'первенец', 'сценарий', 'фильм', 'удостоить', 'сталинский', 'премия', 'ii', 'степень']",замечательный фильм съёмка потрясать время масштабный сражение минус очень понравиться сталин сыграть особенно момент вздыхать лоб потирать отметить аркадий первенец сценарий фильм удостоить сталинский премия ii степень,281,268,27
"Что дальше? Теперь ждем картину про то, как бравые американские солдаты берут Рейхстаг, и параллельно спасают немецких девушек от изнасилования русским солдатом. 

Надоела эта чернуха, с плохими диалогами и штампованными эффектами… Скучно…",что дальше теперь ждем картину про то как бравые американские солдаты берут рейхстаг и параллельно спасают немецких девушек от изнасилования русским солдатом надоела эта чернуха с плохими диалогами и штампованными эффектами скучно,"['далёкий', 'ждать', 'картина', 'бравый', 'американский', 'солдат', 'брать', 'рейхстаг', 'параллельно', 'спасать', 'немецкий', 'девушка', 'изнасилование', 'русский', 'солдат', 'надоесть', 'этот', 'чернуха', 'плохой', 'диалог', 'штамповать', 'эффект', 'скучно']",далёкий ждать картина бравый американский солдат брать рейхстаг параллельно спасать немецкий девушка изнасилование русский солдат надоесть этот чернуха плохой диалог штамповать эффект скучно,239,230,23
"На самом деле хороший фильм и я не согласен, что это очередная американская агитация. Тяжёлый фильм, но он того стоит.
Актёры справились со своей ролью, хотелось бы отметить Коула Хаузера, хорошо смотрелся. В общем тяжёлое впечатление, но оно того стоит.

1",на самом деле хороший фильм и я не согласен что это очередная американская агитация тяжёлый фильм но он того стоит актёры справились со своей ролью хотелось бы отметить коула хаузера хорошо смотрелся в общем тяжёлое впечатление но оно того стоит,"['сам', 'дело', 'хороший', 'фильм', 'согласный', 'очередной', 'американский', 'агитация', 'тяжёлый', 'фильм', 'стоить', 'актёр', 'справиться', 'свой', 'роль', 'хотеться', 'отметить', 'коул', 'хаузер', 'смотреться', 'общий', 'тяжёлый', 'впечатление', 'оно', 'стоить']",сам дело хороший фильм согласный очередной американский агитация тяжёлый фильм стоить актёр справиться свой роль хотеться отметить коул хаузер смотреться общий тяжёлый впечатление оно стоить,257,245,25
"Фильм который никак нельзя выкинуть из головы, он цепляет, простотой, красотой, недосказанностью и еще чем-то, для чего не бывает слов, действительно - один из лучших фильмов.

",фильм который никак нельзя выкинуть из головы он цепляет простотой красотой недосказанностью и еще чем то для чего не бывает слов действительно один из лучших фильмов,"['фильм', 'никак', 'выкинуть', 'голова', 'цеплять', 'простота', 'красота', 'недосказанность', 'бывать', 'слово', 'действительно', 'хороший', 'фильм']",фильм никак выкинуть голова цеплять простота красота недосказанность бывать слово действительно хороший фильм,177,166,13
"Мультик очень красивый и увлекательный. Обилие прекрасных песен только завораживает. Юмор очень милый, тонкий, но не пошлый. Очень красивые главные герои. Сюжет новенький. С «Большим путешествием» (которое мне очень не понравилась) ни капельки нет сходства. Красивая графика.

1.",мультик очень красивый и увлекательный обилие прекрасных песен только завораживает юмор очень милый тонкий но не пошлый очень красивые главные герои сюжет новенький с большим путешествием которое мне очень не понравилась ни капельки нет сходства красивая графика,"['мультик', 'очень', 'красивый', 'увлекательный', 'обилие', 'прекрасный', 'песня', 'завораживать', 'юмор', 'очень', 'милый', 'тонкий', 'пошлый', 'очень', 'красивый', 'главный', 'герой', 'сюжет', 'новенький', 'больший', 'путешествие', 'который', 'очень', 'понравиться', 'капелька', 'сходство', 'красивый', 'графика']",мультик очень красивый увлекательный обилие прекрасный песня завораживать юмор очень милый тонкий пошлый очень красивый главный герой сюжет новенький больший путешествие который очень понравиться капелька сходство красивый графика,279,262,28
"Абсолютно не уловил смысла, который пытались передать создатели этого фильма. Да, все снято качественно, красиво, но какой смысл показан в это фильме? Красиво запутанная история, «плагиат» «Столкновения»? Нет, не думаю. Просто создали фильм, который ничего в себе не несет.

",абсолютно не уловил смысла который пытались передать создатели этого фильма да все снято качественно красиво но какой смысл показан в это фильме красиво запутанная история плагиат столкновения нет не думаю просто создали фильм который ничего в себе не несет,"['абсолютно', 'уловить', 'смысл', 'пытаться', 'передать', 'создатель', 'фильм', 'снятой', 'качественно', 'красиво', 'смысл', 'показать', 'фильм', 'красиво', 'запутать', 'история', 'плагиат', 'столкновение', 'думать', 'просто', 'создать', 'фильм', 'нести']",абсолютно уловить смысл пытаться передать создатель фильм снятой качественно красиво смысл показать фильм красиво запутать история плагиат столкновение думать просто создать фильм нести,275,257,23
"Как грустно, что фильм даже не отбил свой бюджет. По-настоящему стильный и незанудный мистический фильм. Я надеялась, что сборы будут повыше. Теперь надежды на продолжение растаяли как дым :(",как грустно что фильм даже не отбил свой бюджет по настоящему стильный и незанудный мистический фильм я надеялась что сборы будут повыше теперь надежды на продолжение растаяли как дым,"['грустно', 'фильм', 'отбить', 'свой', 'бюджет', 'настоящий', 'стильный', 'незанудный', 'мистический', 'фильм', 'надеяться', 'сбор', 'быть', 'высоко', 'надежда', 'продолжение', 'растаять', 'дым']",грустно фильм отбить свой бюджет настоящий стильный незанудный мистический фильм надеяться сбор быть высоко надежда продолжение растаять дым,191,183,18
"Волшебный фильм! Очень добрый! Бриттани Мёрфи просто великолепна - излучает столько света, Дакота Фаннинг тоже блестяще справилась со своей ролью! Для кого-то фильм покажется детским, но это не так! Ведь доброта в отношениях между людьми не имеет возраста!",волшебный фильм очень добрый бриттани мёрфи просто великолепна излучает столько света дакота фаннинг тоже блестяще справилась со своей ролью для кого то фильм покажется детским но это не так ведь доброта в отношениях между людьми не имеет возраста,"['волшебный', 'фильм', 'очень', 'добрый', 'бриттаня', 'мёрфь', 'просто', 'великолепный', 'излучать', 'столько', 'свет', 'дакота', 'фаннинга', 'блестяще', 'справиться', 'свой', 'роль', 'кто', 'фильм', 'показаться', 'детский', 'доброта', 'отношение', 'человек', 'иметь', 'возраст']",волшебный фильм очень добрый бриттаня мёрфь просто великолепный излучать столько свет дакота фаннинга блестяще справиться свой роль кто фильм показаться детский доброта отношение человек иметь возраст,256,247,26
Фильм мне очень понравился. Роберт де Ниро сыграл свою роль на 5 баллов как и Ник Нолте. Сюжет интересный и непредсказуемый. Смотреть всем ценителям хорошего кино.,фильм мне очень понравился роберт де ниро сыграл свою роль на баллов как и ник нолте сюжет интересный и непредсказуемый смотреть всем ценителям хорошего кино,"['фильм', 'очень', 'понравиться', 'роберт', 'де', 'ниро', 'сыграть', 'роль', 'балл', 'ник', 'нолт', 'сюжет', 'интересный', 'непредсказуемый', 'смотреть', 'весь', 'ценитель', 'хороший', 'кино']",фильм очень понравиться роберт де ниро сыграть роль балл ник нолт сюжет интересный непредсказуемый смотреть весь ценитель хороший кино,163,157,19
После просмотра фильма осталось лишь ощущение зря потраченного времени. Кроме неплохих соундтреков ничего примечательного нет. Сцены стрельбы вообще без комментариев. Как говорится - 'Такая идея - и так всё испортить',после просмотра фильма осталось лишь ощущение зря потраченного времени кроме неплохих соундтреков ничего примечательного нет сцены стрельбы вообще без комментариев как говорится такая идея и так всё испортить,"['просмотр', 'фильм', 'остаться', 'лишь', 'ощущение', 'зря', 'потратить', 'время', 'кроме', 'неплохой', 'соундтрек', 'примечательный', 'сцена', 'стрельба', 'вообще', 'комментарий', 'говориться', 'такой', 'идея', 'всё', 'испортить']",просмотр фильм остаться лишь ощущение зря потратить время кроме неплохой соундтрек примечательный сцена стрельба вообще комментарий говориться такой идея всё испортить,217,208,21
"Блестящая российская комедия начала 90-х, собственно, как и все отечественные комедии того периода российского кинематографа.
Отличная пародия на советские времена, которая смотрится легко и весело.",блестящая российская комедия начала х собственно как и все отечественные комедии того периода российского кинематографа отличная пародия на советские времена которая смотрится легко и весело,"['блестящий', 'российский', 'комедия', 'начало', 'собственно', 'отечественный', 'комедия', 'период', 'российский', 'кинематограф', 'отличный', 'пародия', 'советский', 'время', 'который', 'смотреться', 'легко', 'весело']",блестящий российский комедия начало собственно отечественный комедия период российский кинематограф отличный пародия советский время который смотреться легко весело,198,190,18
"Да, фильм очень интересный! Я смотрел его уже несколько раз и всегда переживаю за героев. Атмосфера, созданная этим фильмом просто поглощает в себя полностью. Игра актрис на высоте. Согласен с предыдущими высказываниями. В общем, смотрите, равнодушными не останетесь.

1",да фильм очень интересный я смотрел его уже несколько раз и всегда переживаю за героев атмосфера созданная этим фильмом просто поглощает в себя полностью игра актрис на высоте согласен с предыдущими высказываниями в общем смотрите равнодушными не останетесь,"['фильм', 'очень', 'интересный', 'смотреть', 'несколько', 'переживать', 'герой', 'атмосфера', 'создать', 'это', 'фильм', 'просто', 'поглощать', 'полностью', 'игра', 'актриса', 'высота', 'согласный', 'предыдущий', 'высказывание', 'общий', 'смотреть', 'равнодушный', 'остаться']",фильм очень интересный смотреть несколько переживать герой атмосфера создать это фильм просто поглощать полностью игра актриса высота согласный предыдущий высказывание общий смотреть равнодушный остаться,270,257,24
"Очень прикольная молодёжная комедия, которая в несколько раз лучше второй части. Хорошо запоминаются роли Алексея Панина и Дельфина, у которого в голове матрица. Сюжет похож на фильмы Гая Риччи, но 'Даже не думай' ближе русскому человеку, чем английские комедии.

1",очень прикольная молодёжная комедия которая в несколько раз лучше второй части хорошо запоминаются роли алексея панина и дельфина у которого в голове матрица сюжет похож на фильмы гая риччи но даже не думай ближе русскому человеку чем английские комедии,"['очень', 'прикольный', 'молодёжный', 'комедия', 'который', 'несколько', 'второй', 'часть', 'запоминаться', 'роль', 'алексей', 'панин', 'дельфин', 'который', 'голова', 'матрица', 'сюжет', 'похожий', 'фильм', 'гай', 'риччи', 'думать', 'близкий', 'русский', 'человек', 'английский', 'комедия']",очень прикольный молодёжный комедия который несколько второй часть запоминаться роль алексей панин дельфин который голова матрица сюжет похожий фильм гай риччи думать близкий русский человек английский комедия,265,253,27
"В этом сериале есть и романтика, и комедия, и приключения. В каждой серии Сабрина попадает в какую-нибудь интересную историю. Сериал не надоедает, и что самое главное, там нет ничего пошлого, а это бывает очень редко. 

Приятного просмотра!

1",в этом сериале есть и романтика и комедия и приключения в каждой серии сабрина попадает в какую нибудь интересную историю сериал не надоедает и что самое главное там нет ничего пошлого а это бывает очень редко приятного просмотра,"['сериал', 'романтика', 'комедия', 'приключение', 'каждый', 'серия', 'сабрина', 'попадать', 'какой', 'интересный', 'история', 'сериал', 'надоедать', 'самый', 'главное', 'пошлый', 'бывать', 'очень', 'редко', 'приятный', 'просмотр']",сериал романтика комедия приключение каждый серия сабрина попадать какой интересный история сериал надоедать самый главное пошлый бывать очень редко приятный просмотр,243,229,21
"Отличный фильм! Просмотрено еще до эпохи DVD, но даже на кассете понравилось. Хорошие актерские работы Дорффа и,особенно-Харви Кейтеля.

",отличный фильм просмотрено еще до эпохи dvd но даже на кассете понравилось хорошие актерские работы дорффа и особенно харви кейтеля,"['отличный', 'фильм', 'просмотреть', 'эпоха', 'dvd', 'кассета', 'понравиться', 'хороший', 'актёрский', 'работа', 'дорфф', 'особенно', 'харви', 'кейтеля']",отличный фильм просмотреть эпоха dvd кассета понравиться хороший актёрский работа дорфф особенно харви кейтеля,137,131,14
"'Алиса и привидения' - это пример удачного совмещения анимации и художественного фильма. Начало фильма и главная героиня сыграны реальными актёрами, приключения же Алисы нарисованы. 

Кроме того, в мультфильме появляется кот Феликс, про которого с 1919 года снято много мультфильмов.

1",алиса и привидения это пример удачного совмещения анимации и художественного фильма начало фильма и главная героиня сыграны реальными актёрами приключения же алисы нарисованы кроме того в мультфильме появляется кот феликс про которого с года снято много мультфильмов,"['алиса', 'привидение', 'пример', 'удачный', 'совмещение', 'анимация', 'художественный', 'фильм', 'начало', 'фильм', 'главный', 'героиня', 'сыграть', 'реальный', 'актёр', 'приключение', 'алиса', 'нарисовать', 'кроме', 'мультфильм', 'появляться', 'кот', 'феликс', 'который', 'год', 'снятой', 'мультфильм']",алиса привидение пример удачный совмещение анимация художественный фильм начало фильм главный героиня сыграть реальный актёр приключение алиса нарисовать кроме мультфильм появляться кот феликс который год снятой мультфильм,286,266,27
"Фильм предсказуемый,не страшный и явно рассчитанный на вторую часть! Единственное,за что можно похвалить фильм -  за толковый подбор актеров.

.",фильм предсказуемый не страшный и явно рассчитанный на вторую часть единственное за что можно похвалить фильм за толковый подбор актеров,"['фильм', 'предсказуемый', 'страшный', 'явно', 'рассчитать', 'второй', 'часть', 'единственный', 'похвалить', 'фильм', 'толковый', 'подбор', 'актёр']",фильм предсказуемый страшный явно рассчитать второй часть единственный похвалить фильм толковый подбор актёр,144,136,13
"Фильм не очень. Начало плохое, сюжет плохой и только игра актёров, и концовка хорошие. Игра актёров понятно, а вот концовка, потому-что режисёр даёт зрителям пофантазировать, что будет дальше. 

",фильм не очень начало плохое сюжет плохой и только игра актёров и концовка хорошие игра актёров понятно а вот концовка потому что режисёр даёт зрителям пофантазировать что будет дальше,"['фильм', 'очень', 'начало', 'плохой', 'сюжет', 'плохой', 'игра', 'актёр', 'концовка', 'хороший', 'игра', 'актёр', 'понятно', 'концовка', 'режисёр', 'давать', 'зритель', 'пофантазировать', 'далёкий']",фильм очень начало плохой сюжет плохой игра актёр концовка хороший игра актёр понятно концовка режисёр давать зритель пофантазировать далёкий,195,184,19
"Обожаю этот фильм. Полежит регулярному пересмотру для поднятия настроения и отрыва от реальности. Великолепная постановка, отличные актеры. Полумульт, полуфильм, полусказка. Наивно? Да, зато как красиво.",обожаю этот фильм полежит регулярному пересмотру для поднятия настроения и отрыва от реальности великолепная постановка отличные актеры полумульт полуфильм полусказка наивно да зато как красиво,"['обожать', 'фильм', 'полежать', 'регулярный', 'пересмотр', 'поднятие', 'настроение', 'отрыв', 'реальность', 'великолепный', 'постановка', 'отличный', 'актёр', 'полумульт', 'полуфильм', 'полусказка', 'наивно', 'зато', 'красиво']",обожать фильм полежать регулярный пересмотр поднятие настроение отрыв реальность великолепный постановка отличный актёр полумульт полуфильм полусказка наивно зато красиво,203,193,19
"Знаете, если над фильмом смеется моя маленькая племяша и старенькая бабушка, значит он стоит многого! Фильм который веселит пенсионеров и детишек детсадовского возраста вот уже на протяжении 40 лет - это Шедевр!",знаете если над фильмом смеется моя маленькая племяша и старенькая бабушка значит он стоит многого фильм который веселит пенсионеров и детишек детсадовского возраста вот уже на протяжении лет это шедевр,"['знать', 'фильм', 'смеяться', 'маленький', 'племяш', 'старенький', 'бабушка', 'значит', 'стоить', 'многое', 'фильм', 'веселить', 'пенсионер', 'детишки', 'детсадовский', 'возраст', 'протяжение', 'год', 'шедевр']",знать фильм смеяться маленький племяш старенький бабушка значит стоить многое фильм веселить пенсионер детишки детсадовский возраст протяжение год шедевр,211,202,19
"Это просто великолепное кино, очень хорошая игра актеров, великолепный сюжет. В этом фильме наглядно показано как может поменяться судьба человека, как два абсолютно чужих человека становятся самыми родными.

1",это просто великолепное кино очень хорошая игра актеров великолепный сюжет в этом фильме наглядно показано как может поменяться судьба человека как два абсолютно чужих человека становятся самыми родными,"['просто', 'великолепный', 'кино', 'очень', 'хороший', 'игра', 'актёр', 'великолепный', 'сюжет', 'фильм', 'наглядно', 'показать', 'поменяться', 'судьба', 'человек', 'абсолютно', 'чужой', 'человек', 'становиться', 'самый', 'родный']",просто великолепный кино очень хороший игра актёр великолепный сюжет фильм наглядно показать поменяться судьба человек абсолютно чужой человек становиться самый родный,210,202,21
"Фильм слишком напичкан информацией и фактами, и это мешает ему стать экшеном. Большая часть фильма непонятна, непродуктивна и скучна. Лишь в конце появляются кусочки интриги. С трудом досмотрел этот фильм.",фильм слишком напичкан информацией и фактами и это мешает ему стать экшеном большая часть фильма непонятна непродуктивна и скучна лишь в конце появляются кусочки интриги с трудом досмотрел этот фильм,"['фильм', 'слишком', 'напичкать', 'информация', 'факт', 'мешать', 'стать', 'экшен', 'больший', 'часть', 'фильм', 'непонятный', 'непродуктивный', 'скучный', 'лишь', 'конец', 'появляться', 'кусочек', 'интрига', 'труд', 'досмотреть', 'фильм']",фильм слишком напичкать информация факт мешать стать экшен больший часть фильм непонятный непродуктивный скучный лишь конец появляться кусочек интрига труд досмотреть фильм,205,199,22
"Хороший, добротный фильмец! Николь ещё в своём старом имидже, но не менее привлекательна! Эта её главный выход на арену американского кино, тут её запреметил Том Круз и пригласил в 'Дни грома'.

1!",хороший добротный фильмец николь ещё в своём старом имидже но не менее привлекательна эта её главный выход на арену американского кино тут её запреметил том круз и пригласил в дни грома,"['хороший', 'добротный', 'фильмец', 'николь', 'ещё', 'свой', 'старый', 'имидж', 'менее', 'привлекательный', 'этот', 'её', 'главный', 'выход', 'арена', 'американский', 'кино', 'её', 'запреметил', 'круз', 'пригласить', 'день', 'гром']",хороший добротный фильмец николь ещё свой старый имидж менее привлекательный этот её главный выход арена американский кино её запреметил круз пригласить день гром,197,185,23
"Милый, забавный, смешной, немножечко глупый фильм. Его хочется смотреть снова и снова. Замечательные актёры, особенно Деван. Лучшего 'чувака' быть не может!

Самый лучший фильм для просмотра в компании друзей. Будет что обсудить и над чем посмеяться!

",милый забавный смешной немножечко глупый фильм его хочется смотреть снова и снова замечательные актёры особенно деван лучшего чувака быть не может самый лучший фильм для просмотра в компании друзей будет что обсудить и над чем посмеяться,"['милый', 'забавный', 'смешной', 'немножечко', 'глупый', 'фильм', 'хотеться', 'смотреть', 'снова', 'снова', 'замечательный', 'актёр', 'особенно', 'девать', 'хороший', 'чувак', 'самый', 'хороший', 'фильм', 'просмотр', 'компания', 'друг', 'обсудить', 'посмеяться']",милый забавный смешной немножечко глупый фильм хотеться смотреть снова снова замечательный актёр особенно девать хороший чувак самый хороший фильм просмотр компания друг обсудить посмеяться,252,237,24
"Абсолютно не понравился. Фильм о великовозрастных жеребцах-халявщиках. Так же на халяву они понаходили своих прекрасных богатых невест.

Сюжет предсказуемый с первой до последней минуты, юмор традиционный для таких комедий и несмешной. Одно хорошо:  к фильму напрашивается фраза 'Любовь спасёт мир'.",абсолютно не понравился фильм о великовозрастных жеребцах халявщиках так же на халяву они понаходили своих прекрасных богатых невест сюжет предсказуемый с первой до последней минуты юмор традиционный для таких комедий и несмешной одно хорошо к фильму напрашивается фраза любовь спасёт мир,"['абсолютно', 'понравиться', 'фильм', 'великовозрастный', 'жеребец', 'халявщик', 'халява', 'понаходить', 'свой', 'прекрасный', 'богатый', 'невеста', 'сюжет', 'предсказуемый', 'первый', 'последний', 'минута', 'юмор', 'традиционный', 'такой', 'комедия', 'несмешной', 'один', 'фильм', 'напрашиваться', 'фраза', 'любовь', 'спасти', 'мир']",абсолютно понравиться фильм великовозрастный жеребец халявщик халява понаходить свой прекрасный богатый невеста сюжет предсказуемый первый последний минута юмор традиционный такой комедия несмешной один фильм напрашиваться фраза любовь спасти мир,299,288,29
"Один из самых лучших мистических триллеров! Очень впечатляет концовка фильма, а так же хорошая игра актеров. Всем, кто не смотрел, советую посмотреть этот фильм.",один из самых лучших мистических триллеров очень впечатляет концовка фильма а так же хорошая игра актеров всем кто не смотрел советую посмотреть этот фильм,"['самый', 'хороший', 'мистический', 'триллер', 'очень', 'впечатлять', 'концовка', 'фильм', 'хороший', 'игра', 'актёр', 'весь', 'смотреть', 'советовать', 'посмотреть', 'фильм']",самый хороший мистический триллер очень впечатлять концовка фильм хороший игра актёр весь смотреть советовать посмотреть фильм,161,155,16
